TimeStamp,VRCamera_position_x,VRCamera_position_y,VRCamera_position_z, VRCamera_quat_x,VRCamera_quat_y,VRCamera_quat_z,VRCamera_quat_w,VRCamera_six_a,VRCamera_six_b,VRCamera_six_c,VRCamera_six_d, VRCamera_Six_e, VRCamera_Six_f,Controller (left)_position_x,Controller (left)_position_y,Controller (left)_position_z, Controller (left)_quat_x,Controller (left)_quat_y,Controller (left)_quat_z,Controller (left)_quat_w,Controller (left)_six_a,Controller (left)_six_b,Controller (left)_six_c,Controller (left)_six_d, Controller (left)_Six_e, Controller (left)_Six_f,Controller (right)_position_x,Controller (right)_position_y,Controller (right)_position_z, Controller (right)_quat_x,Controller (right)_quat_y,Controller (right)_quat_z,Controller (right)_quat_w,Controller (right)_six_a,Controller (right)_six_b,Controller (right)_six_c,Controller (right)_six_d, Controller (right)_Six_e, Controller (right)_Six_f,
114.5532,0.1686,1.4741,2.7399,-0.2498, -0.1740, -0.0670,-0.9502,0.9305, 0.2143,-0.2971,-0.0405, 0.8662, 0.4980,0.4638,1.2141,3.0103,0.0283, -0.3182, 0.2222,0.9212,0.6988, 0.3913,0.5988,-0.4274, 0.8997, -0.0892,-0.0428,1.1805,2.8834,-0.2980, 0.2883, 0.1328,0.9002,0.7984, 0.0673,-0.5983,-0.4110, 0.7871, -0.4600,
114.5634,0.1689,1.4733,2.7437,-0.2500, -0.1723, -0.0685,-0.9503,0.9313, 0.2164,-0.2932,-0.0441, 0.8656, 0.4988,0.4668,1.2118,3.0166,0.0366, -0.3160, 0.2209,0.9220,0.7027, 0.3842,0.5989,-0.4305, 0.8997, -0.0721,-0.0436,1.1790,2.8866,-0.2971, 0.2849, 0.1319,0.9018,0.8029, 0.0687,-0.5922,-0.4073, 0.7886, -0.4607,
114.5774,0.1694,1.4725,2.7472,-0.2504, -0.1700, -0.0700,-0.9505,0.9324, 0.2182,-0.2881,-0.0480, 0.8648, 0.4997,0.4697,1.2097,3.0220,0.0427, -0.3137, 0.2187,0.9230,0.7076, 0.3768,0.5977,-0.4304, 0.9007, -0.0583,-0.0429,1.1774,2.8893,-0.2963, 0.2813, 0.1304,0.9034,0.8078, 0.0688,-0.5855,-0.4022, 0.7904, -0.4620,
114.5894,0.1698,1.4719,2.7506,-0.2513, -0.1671, -0.0715,-0.9507,0.9339, 0.2200,-0.2818,-0.0520, 0.8635, 0.5017,0.4737,1.2068,3.0298,0.0511, -0.3107, 0.2146,0.9245,0.7148, 0.3651,0.5965,-0.4286, 0.9026, -0.0390,-0.0434,1.1754,2.8932,-0.2952, 0.2761, 0.1280,0.9057,0.8148, 0.0687,-0.5757,-0.3948, 0.7929, -0.4641,
114.6016,0.1703,1.4714,2.7540,-0.2526, -0.1640, -0.0728,-0.9508,0.9356, 0.2213,-0.2752,-0.0555, 0.8618, 0.5042,0.4772,1.2042,3.0365,0.0580, -0.3083, 0.2105,0.9259,0.7213, 0.3541,0.5953,-0.4256, 0.9046, -0.0223,-0.0427,1.1736,2.8964,-0.2942, 0.2716, 0.1256,0.9077,0.8209, 0.0681,-0.5669,-0.3878, 0.7953, -0.4660,
114.6069,0.1708,1.4709,2.7572,-0.2537, -0.1609, -0.0740,-0.9509,0.9373, 0.2223,-0.2686,-0.0590, 0.8603, 0.5063,0.4812,1.2017,3.0429,0.0624, -0.3050, 0.2025,0.9285,0.7319, 0.3380,0.5916,-0.4141, 0.9102, -0.0077,-0.0438,1.1718,2.8997,-0.2931, 0.2660, 0.1226,0.9101,0.8284, 0.0672,-0.5561,-0.3791, 0.7981, -0.4683,
114.6209,0.1713,1.4706,2.7604,-0.2547, -0.1576, -0.0746,-0.9512,0.9392, 0.2223,-0.2618,-0.0617, 0.8592, 0.5080,0.4828,1.2007,3.0455,0.0642, -0.3038, 0.1999,0.9293,0.7356, 0.3325,0.5902,-0.4105, 0.9118, -0.0021,-0.0436,1.1711,2.9011,-0.2926, 0.2638, 0.1214,0.9111,0.8314, 0.0668,-0.5517,-0.3755, 0.7994, -0.4691,
114.6294,0.1718,1.4707,2.7637,-0.2565, -0.1546, -0.0752,-0.9511,0.9409, 0.2223,-0.2555,-0.0638, 0.8571, 0.5111,0.4869,1.1983,3.0526,0.0683, -0.2995, 0.1914,0.9322,0.7473, 0.3160,0.5846,-0.3978, 0.9174, 0.0127,-0.0450,1.1693,2.9047,-0.2913, 0.2570, 0.1178,0.9139,0.8402, 0.0656,-0.5383,-0.3650, 0.8025, -0.4720,
114.6443,0.1723,1.4712,2.7671,-0.2583, -0.1514, -0.0759,-0.9511,0.9427, 0.2225,-0.2487,-0.0661, 0.8551, 0.5143,0.4896,1.1971,3.0567,0.0693, -0.2953, 0.1847,0.9348,0.7574, 0.3043,0.5777,-0.3862, 0.9222, 0.0205,-0.0464,1.1685,2.9067,-0.2906, 0.2522, 0.1152,0.9158,0.8463, 0.0644,-0.5288,-0.3576, 0.8046, -0.4742,
114.6554,0.1730,1.4718,2.7705,-0.2595, -0.1486, -0.0764,-0.9512,0.9442, 0.2225,-0.2431,-0.0682, 0.8536, 0.5164,0.4946,1.1948,3.0642,0.0720, -0.2872, 0.1732,0.9393,0.7751, 0.2840,0.5645,-0.3667, 0.9296, 0.0358,-0.0465,1.1669,2.9106,-0.2887, 0.2432, 0.1107,0.9194,0.8572, 0.0632,-0.5111,-0.3440, 0.8088, -0.4770,
114.6680,0.1737,1.4723,2.7739,-0.2595, -0.1456, -0.0769,-0.9516,0.9458, 0.2219,-0.2373,-0.0707, 0.8535, 0.5162,0.4986,1.1937,3.0691,0.0720, -0.2776, 0.1617,0.9442,0.7935, 0.2654,0.5476,-0.3454, 0.9373, 0.0463,-0.0480,1.1660,2.9132,-0.2871, 0.2359, 0.1077,0.9222,0.8655, 0.0632,-0.4969,-0.3340, 0.8120, -0.4786,
114.6747,0.1745,1.4728,2.7773,-0.2585, -0.1428, -0.0770,-0.9523,0.9474, 0.2205,-0.2321,-0.0728, 0.8545, 0.5144,0.5032,1.1920,3.0750,0.0733, -0.2689, 0.1511,0.9484,0.8097, 0.2473,0.5322,-0.3261, 0.9436, 0.0578,-0.0483,1.1650,2.9163,-0.2852, 0.2272, 0.1040,0.9253,0.8751, 0.0628,-0.4798,-0.3220, 0.8157, -0.4805,
114.6869,0.1753,1.4733,2.7808,-0.2572, -0.1398, -0.0771,-0.9531,0.9490, 0.2190,-0.2269,-0.0751, 0.8558, 0.5118,0.5054,1.1913,3.0778,0.0737, -0.2641, 0.1454,0.9506,0.8182, 0.2374,0.5235,-0.3153, 0.9469, 0.0634,-0.0492,1.1646,2.9177,-0.2843, 0.2217, 0.1020,0.9272,0.8809, 0.0631,-0.4691,-0.3152, 0.8176, -0.4819,
114.6964,0.1763,1.4739,2.7842,-0.2564, -0.1371, -0.0776,-0.9536,0.9504, 0.2183,-0.2217,-0.0777, 0.8565, 0.5103,0.5103,1.1905,3.0832,0.0730, -0.2529, 0.1304,0.9559,0.8381, 0.2124,0.5025,-0.2862, 0.9553, 0.0735,-0.0499,1.1640,2.9206,-0.2826, 0.2107, 0.0983,0.9306,0.8919, 0.0639,-0.4477,-0.3021, 0.8209, -0.4846,
114.7107,0.1771,1.4744,2.7876,-0.2558, -0.1342, -0.0779,-0.9542,0.9518, 0.2173,-0.2164,-0.0799, 0.8570, 0.5091,0.5139,1.1898,3.0872,0.0714, -0.2446, 0.1183,0.9597,0.8524, 0.1921,0.4864,-0.2619, 0.9618, 0.0791,-0.0521,1.1636,2.9225,-0.2816, 0.2019, 0.0968,0.9330,0.8997, 0.0669,-0.4313,-0.2943, 0.8227, -0.4864,
114.7237,0.1781,1.4749,2.7909,-0.2552, -0.1315, -0.0781,-0.9547,0.9532, 0.2162,-0.2112,-0.0819, 0.8575, 0.5078,0.5191,1.1889,3.0932,0.0689, -0.2327, 0.1032,0.9646,0.8704, 0.1670,0.4632,-0.2311, 0.9692, 0.0848,-0.0545,1.1632,2.9255,-0.2797, 0.1897, 0.0952,0.9364,0.9099, 0.0721,-0.4084,-0.2843, 0.8255, -0.4876,
114.7355,0.1792,1.4751,2.7942,-0.2545, -0.1287, -0.0783,-0.9553,0.9546, 0.2152,-0.2061,-0.0841, 0.8582, 0.5065,0.5238,1.1884,3.0983,0.0657, -0.2214, 0.0890,0.9689,0.8862, 0.1433,0.4406,-0.2015, 0.9755, 0.0879,-0.0557,1.1628,2.9281,-0.2779, 0.1784, 0.0950,0.9391,0.9182, 0.0793,-0.3880,-0.2777, 0.8274, -0.4881,
114.7410,0.1802,1.4753,2.7975,-0.2541, -0.1262, -0.0788,-0.9557,0.9557, 0.2149,-0.2012,-0.0866, 0.8584, 0.5056,0.5276,1.1882,3.1024,0.0625, -0.2113, 0.0748,0.9725,0.8995, 0.1191,0.4204,-0.1719, 0.9810, 0.0899,-0.0569,1.1624,2.9302,-0.2770, 0.1692, 0.0960,0.9410,0.9243, 0.0869,-0.3716,-0.2743, 0.8281, -0.4888,
114.7535,0.1814,1.4754,2.8007,-0.2541, -0.1236, -0.0796,-0.9559,0.9568, 0.2149,-0.1958,-0.0893, 0.8582, 0.5055,0.5295,1.1879,3.1043,0.0616, -0.2070, 0.0691,0.9739,0.9047, 0.1092,0.4118,-0.1601, 0.9829, 0.0913,-0.0574,1.1624,2.9310,-0.2768, 0.1656, 0.0970,0.9416,0.9263, 0.0910,-0.3655,-0.2743, 0.8279, -0.4892,
114.7652,0.1826,1.4753,2.8039,-0.2545, -0.1210, -0.0803,-0.9561,0.9579, 0.2150,-0.1905,-0.0919, 0.8576, 0.5060,0.5332,1.1879,3.1082,0.0582, -0.1973, 0.0537,0.9771,0.9164, 0.0820,0.3918,-0.1280, 0.9874, 0.0926,-0.0614,1.1627,2.9332,-0.2762, 0.1567, 0.0988,0.9431,0.9314, 0.0998,-0.3501,-0.2729, 0.8279, -0.4900,
114.7775,0.1839,1.4751,2.8071,-0.2551, -0.1187, -0.0802,-0.9562,0.9589, 0.2140,-0.1862,-0.0928, 0.8570, 0.5069,0.5372,1.1876,3.1116,0.0550, -0.1888, 0.0398,0.9797,0.9255, 0.0572,0.3744,-0.0988, 0.9908, 0.0927,-0.0624,1.1626,2.9351,-0.2759, 0.1500, 0.1005,0.9441,0.9348, 0.1071,-0.3386,-0.2725, 0.8276, -0.4908,
114.7914,0.1852,1.4749,2.8102,-0.2560, -0.1167, -0.0799,-0.9563,0.9600, 0.2125,-0.1822,-0.0930, 0.8562, 0.5083,0.5406,1.1876,3.1149,0.0514, -0.1815, 0.0265,0.9817,0.9327, 0.0335,0.3591,-0.0708, 0.9933, 0.0912,-0.0631,1.1623,2.9369,-0.2758, 0.1442, 0.1013,0.9449,0.9379, 0.1120,-0.3284,-0.2711, 0.8273, -0.4921,
114.8018,0.1866,1.4745,2.8133,-0.2573, -0.1150, -0.0793,-0.9562,0.9610, 0.2108,-0.1792,-0.0924, 0.8550, 0.5103,0.5448,1.1875,3.1183,0.0473, -0.1734, 0.0115,0.9836,0.9396, 0.0062,0.3423,-0.0391, 0.9953, 0.0891,-0.0646,1.1620,2.9389,-0.2759, 0.1381, 0.1010,0.9458,0.9414, 0.1149,-0.3170,-0.2673, 0.8274, -0.4940,
114.8084,0.1881,1.4740,2.8163,-0.2588, -0.1138, -0.0789,-0.9559,0.9616, 0.2098,-0.1768,-0.0920, 0.8536, 0.5128,0.5475,1.1876,3.1206,0.0447, -0.1681, 0.0010,0.9848,0.9435, -0.0130,0.3312,-0.0171, 0.9960, 0.0876,-0.0651,1.1618,2.9403,-0.2761, 0.1349, 0.0993,0.9464,0.9439, 0.1135,-0.3102,-0.2625, 0.8278, -0.4958,
114.8203,0.1895,1.4735,2.8194,-0.2603, -0.1128, -0.0787,-0.9557,0.9622, 0.2092,-0.1745,-0.0918, 0.8521, 0.5152,0.5493,1.1874,3.1221,0.0431, -0.1644, -0.0056,0.9854,0.9459, -0.0253,0.3235,-0.0031, 0.9962, 0.0868,-0.0654,1.1617,2.9412,-0.2761, 0.1325, 0.0986,0.9468,0.9455, 0.1135,-0.3052,-0.2598, 0.8281, -0.4967,
114.8308,0.1911,1.4728,2.8223,-0.2621, -0.1123, -0.0786,-0.9553,0.9624, 0.2089,-0.1734,-0.0912, 0.8503, 0.5184,0.5521,1.1872,3.1246,0.0408, -0.1584, -0.0169,0.9864,0.9492, -0.0463,0.3112,0.0204, 0.9961, 0.0859,-0.0659,1.1614,2.9427,-0.2762, 0.1290, 0.0961,0.9476,0.9483, 0.1108,-0.2975,-0.2533, 0.8290, -0.4986,
114.8439,0.1926,1.4721,2.8253,-0.2637, -0.1117, -0.0786,-0.9549,0.9627, 0.2090,-0.1719,-0.0912, 0.8485, 0.5212,0.5544,1.1869,3.1267,0.0395, -0.1538, -0.0267,0.9869,0.9513, -0.0649,0.3015,0.0406, 0.9955, 0.0862,-0.0654,1.1609,2.9441,-0.2760, 0.1266, 0.0934,0.9482,0.9505, 0.1073,-0.2916,-0.2470, 0.8302, -0.4997,
114.8556,0.1942,1.4715,2.8282,-0.2655, -0.1110, -0.0788,-0.9545,0.9629, 0.2094,-0.1700,-0.0915, 0.8466, 0.5243,0.5574,1.1866,3.1293,0.0372, -0.1474, -0.0390,0.9876,0.9535, -0.0879,0.2883,0.0660, 0.9942, 0.0849,-0.0658,1.1605,2.9460,-0.2756, 0.1234, 0.0895,0.9491,0.9535, 0.1019,-0.2835,-0.2379, 0.8321, -0.5011,
114.8689,0.1957,1.4708,2.8311,-0.2673, -0.1104, -0.0790,-0.9540,0.9631, 0.2098,-0.1685,-0.0917, 0.8446, 0.5274,0.5596,1.1860,3.1310,0.0353, -0.1422, -0.0491,0.9880,0.9547, -0.1072,0.2775,0.0871, 0.9927, 0.0838,-0.0658,1.1601,2.9476,-0.2749, 0.1201, 0.0854,0.9501,0.9566, 0.0963,-0.2751,-0.2283, 0.8342, -0.5019,
114.8742,0.1972,1.4701,2.8340,-0.2691, -0.1099, -0.0791,-0.9535,0.9633, 0.2100,-0.1670,-0.0917, 0.8426, 0.5306,0.5620,1.1853,3.1330,0.0337, -0.1369, -0.0602,0.9882,0.9553, -0.1281,0.2665,0.1097, 0.9905, 0.0830,-0.0665,1.1597,2.9495,-0.2739, 0.1164, 0.0813,0.9512,0.9597, 0.0909,-0.2659,-0.2184, 0.8368, -0.5021,
114.8858,0.1987,1.4692,2.8367,-0.2710, -0.1095, -0.0791,-0.9531,0.9635, 0.2101,-0.1658,-0.0914, 0.8406, 0.5339,0.5628,1.1850,3.1338,0.0334, -0.1352, -0.0640,0.9882,0.9553, -0.1355,0.2629,0.1174, 0.9896, 0.0833,-0.0667,1.1595,2.9502,-0.2734, 0.1151, 0.0801,0.9516,0.9607, 0.0895,-0.2628,-0.2153, 0.8377, -0.5020,
114.8979,0.2002,1.4684,2.8394,-0.2730, -0.1092, -0.0793,-0.9525,0.9636, 0.2107,-0.1648,-0.0914, 0.8384, 0.5374,0.5648,1.1842,3.1355,0.0331, -0.1313, -0.0729,0.9881,0.9549, -0.1528,0.2546,0.1355, 0.9872, 0.0845,-0.0670,1.1590,2.9520,-0.2719, 0.1116, 0.0775,0.9527,0.9631, 0.0869,-0.2547,-0.2082, 0.8401, -0.5009,
114.9099,0.2016,1.4675,2.8420,-0.2750, -0.1091, -0.0796,-0.9519,0.9635, 0.2116,-0.1639,-0.0916, 0.8361, 0.5409,0.5663,1.1831,3.1372,0.0335, -0.1283, -0.0810,0.9879,0.9540, -0.1687,0.2480,0.1515, 0.9846, 0.0870,-0.0662,1.1585,2.9540,-0.2706, 0.1078, 0.0753,0.9537,0.9654, 0.0854,-0.2463,-0.2020, 0.8422, -0.4999,
114.9222,0.2031,1.4666,2.8445,-0.2770, -0.1089, -0.0801,-0.9513,0.9635, 0.2127,-0.1629,-0.0920, 0.8338, 0.5444,0.5679,1.1819,3.1388,0.0347, -0.1258, -0.0880,0.9875,0.9529, -0.1826,0.2423,0.1651, 0.9821, 0.0906,-0.0664,1.1581,2.9560,-0.2695, 0.1038, 0.0732,0.9546,0.9677, 0.0838,-0.2377,-0.1957, 0.8440, -0.4994,
114.9343,0.2046,1.4656,2.8469,-0.2789, -0.1091, -0.0805,-0.9507,0.9632, 0.2140,-0.1625,-0.0923, 0.8314, 0.5479,0.5690,1.1805,3.1402,0.0368, -0.1247, -0.0924,0.9872,0.9519, -0.1915,0.2393,0.1732, 0.9802, 0.0956,-0.0667,1.1577,2.9580,-0.2687, 0.0994, 0.0710,0.9554,0.9702, 0.0822,-0.2281,-0.1890, 0.8455, -0.4994,
114.9408,0.2059,1.4646,2.8493,-0.2809, -0.1093, -0.0811,-0.9500,0.9629, 0.2155,-0.1622,-0.0927, 0.8291, 0.5514,0.5699,1.1791,3.1415,0.0391, -0.1245, -0.0952,0.9869,0.9509, -0.1977,0.2383,0.1782, 0.9788, 0.1009,-0.0661,1.1573,2.9599,-0.2683, 0.0950, 0.0691,0.9561,0.9724, 0.0812,-0.2187,-0.1831, 0.8464, -0.5000,
114.9525,0.2072,1.4636,2.8517,-0.2827, -0.1095, -0.0816,-0.9494,0.9627, 0.2169,-0.1617,-0.0930, 0.8268, 0.5548,0.5704,1.1782,3.1422,0.0403, -0.1244, -0.0970,0.9867,0.9502, -0.2014,0.2377,0.1814, 0.9779, 0.1037,-0.0662,1.1572,2.9610,-0.2681, 0.0926, 0.0683,0.9565,0.9735, 0.0809,-0.2138,-0.1802, 0.8470, -0.5002,
114.9644,0.2085,1.4626,2.8539,-0.2845, -0.1099, -0.0819,-0.9488,0.9624, 0.2180,-0.1619,-0.0930, 0.8247, 0.5579,0.5709,1.1765,3.1434,0.0435, -0.1263, -0.0966,0.9863,0.9494, -0.2016,0.2407,0.1796, 0.9775, 0.1102,-0.0663,1.1569,2.9628,-0.2678, 0.0883, 0.0679,0.9570,0.9752, 0.0827,-0.2054,-0.1773, 0.8473, -0.5006,
114.9766,0.2098,1.4616,2.8562,-0.2863, -0.1105, -0.0822,-0.9482,0.9621, 0.2191,-0.1625,-0.0925, 0.8226, 0.5611,0.5715,1.1748,3.1445,0.0462, -0.1277, -0.0972,0.9860,0.9485, -0.2034,0.2428,0.1798, 0.9769, 0.1159,-0.0663,1.1568,2.9647,-0.2676, 0.0841, 0.0688,0.9574,0.9764, 0.0867,-0.1978,-0.1767, 0.8473, -0.5008,
114.9885,0.2111,1.4606,2.8583,-0.2880, -0.1113, -0.0824,-0.9476,0.9616, 0.2203,-0.1635,-0.0921, 0.8206, 0.5641,0.5711,1.1729,3.1454,0.0492, -0.1302, -0.0953,0.9857,0.9479, -0.2007,0.2473,0.1751, 0.9770, 0.1219,-0.0668,1.1568,2.9665,-0.2677, 0.0807, 0.0712,0.9575,0.9768, 0.0931,-0.1926,-0.1795, 0.8465, -0.5012,
115.0026,0.2123,1.4596,2.8605,-0.2898, -0.1122, -0.0828,-0.9469,0.9611, 0.2218,-0.1646,-0.0917, 0.8184, 0.5673,0.5713,1.1712,3.1464,0.0520, -0.1320, -0.0947,0.9854,0.9472, -0.2003,0.2503,0.1729, 0.9767, 0.1274,-0.0666,1.1567,2.9683,-0.2679, 0.0775, 0.0726,0.9576,0.9775, 0.0975,-0.1873,-0.1805, 0.8459, -0.5018,
115.0077,0.2136,1.4585,2.8624,-0.2917, -0.1136, -0.0830,-0.9461,0.9604, 0.2233,-0.1665,-0.0907, 0.8160, 0.5709,0.5713,1.1687,3.1474,0.0557, -0.1339, -0.0944,0.9849,0.9463, -0.2008,0.2533,0.1709, 0.9760, 0.1349,-0.0650,1.1563,2.9704,-0.2690, 0.0747, 0.0743,0.9574,0.9778, 0.1022,-0.1830,-0.1825, 0.8443, -0.5039,
115.0206,0.2148,1.4574,2.8643,-0.2939, -0.1151, -0.0832,-0.9452,0.9596, 0.2250,-0.1686,-0.0897, 0.8134, 0.5748,0.5713,1.1680,3.1477,0.0570, -0.1342, -0.0944,0.9848,0.9461, -0.2013,0.2536,0.1707, 0.9757, 0.1376,-0.0648,1.1562,2.9710,-0.2693, 0.0739, 0.0748,0.9573,0.9779, 0.1034,-0.1818,-0.1830, 0.8438, -0.5046,
115.0327,0.2160,1.4564,2.8661,-0.2963, -0.1170, -0.0834,-0.9442,0.9587, 0.2267,-0.1716,-0.0881, 0.8106, 0.5790,0.5712,1.1656,3.1485,0.0613, -0.1353, -0.0950,0.9843,0.9453, -0.2037,0.2547,0.1705, 0.9744, 0.1464,-0.0627,1.1558,2.9729,-0.2704, 0.0724, 0.0754,0.9571,0.9781, 0.1052,-0.1794,-0.1835, 0.8424, -0.5066,
115.0443,0.2171,1.4554,2.8678,-0.2986, -0.1194, -0.0833,-0.9432,0.9576, 0.2285,-0.1754,-0.0859, 0.8078, 0.5832,0.5710,1.1632,3.1493,0.0658, -0.1363, -0.0957,0.9838,0.9445, -0.2062,0.2557,0.1703, 0.9730, 0.1556,-0.0616,1.1554,2.9748,-0.2713, 0.0710, 0.0764,0.9568,0.9782, 0.1077,-0.1774,-0.1848, 0.8411, -0.5083,
115.0589,0.2182,1.4545,2.8695,-0.3011, -0.1223, -0.0833,-0.9420,0.9562, 0.2306,-0.1803,-0.0833, 0.8048, 0.5877,0.5708,1.1610,3.1499,0.0699, -0.1379, -0.0957,0.9833,0.9437, -0.2074,0.2577,0.1689, 0.9719, 0.1638,-0.0606,1.1551,2.9764,-0.2721, 0.0702, 0.0779,0.9565,0.9780, 0.1107,-0.1767,-0.1872, 0.8398, -0.5097,
115.0682,0.2193,1.4536,2.8709,-0.3034, -0.1255, -0.0833,-0.9409,0.9546, 0.2329,-0.1857,-0.0805, 0.8020, 0.5919,0.5698,1.1577,3.1504,0.0756, -0.1408, -0.0932,0.9827,0.9430, -0.2046,0.2626,0.1620, 0.9712, 0.1749,-0.0589,1.1547,2.9786,-0.2728, 0.0692, 0.0807,0.9562,0.9774, 0.1166,-0.1763,-0.1920, 0.8381, -0.5106,
115.0751,0.2202,1.4530,2.8724,-0.3055, -0.1291, -0.0833,-0.9397,0.9528, 0.2354,-0.1918,-0.0777, 0.7995, 0.5957,0.5694,1.1559,3.1507,0.0788, -0.1424, -0.0922,0.9823,0.9424, -0.2035,0.2653,0.1586, 0.9706, 0.1811,-0.0584,1.1545,2.9800,-0.2733, 0.0686, 0.0827,0.9559,0.9769, 0.1207,-0.1763,-0.1957, 0.8370, -0.5111,
115.0870,0.2210,1.4524,2.8739,-0.3076, -0.1323, -0.0836,-0.9386,0.9510, 0.2383,-0.1969,-0.0756, 0.7969, 0.5994,0.5690,1.1545,3.1510,0.0812, -0.1436, -0.0917,0.9820,0.9419, -0.2034,0.2672,0.1567, 0.9700, 0.1859,-0.0578,1.1543,2.9810,-0.2735, 0.0680, 0.0843,0.9557,0.9765, 0.1239,-0.1762,-0.1984, 0.8362, -0.5114,
115.0973,0.2217,1.4518,2.8753,-0.3094, -0.1354, -0.0839,-0.9375,0.9493, 0.2410,-0.2020,-0.0734, 0.7944, 0.6029,0.5683,1.1521,3.1515,0.0856, -0.1449, -0.0919,0.9815,0.9411, -0.2051,0.2687,0.1556, 0.9685, 0.1946,-0.0567,1.1539,2.9830,-0.2738, 0.0678, 0.0883,0.9553,0.9752, 0.1316,-0.1779,-0.2058, 0.8345, -0.5111,
115.1107,0.2224,1.4513,2.8768,-0.3112, -0.1383, -0.0842,-0.9364,0.9476, 0.2438,-0.2067,-0.0716, 0.7921, 0.6061,0.5676,1.1499,3.1519,0.0895, -0.1452, -0.0932,0.9809,0.9405, -0.2088,0.2681,0.1569, 0.9666, 0.2026,-0.0549,1.1533,2.9847,-0.2739, 0.0680, 0.0921,0.9549,0.9738, 0.1386,-0.1804,-0.2132, 0.8329, -0.5107,
115.1227,0.2228,1.4511,2.8780,-0.3130, -0.1413, -0.0843,-0.9354,0.9458, 0.2462,-0.2116,-0.0693, 0.7898, 0.6094,0.5666,1.1471,3.1524,0.0952, -0.1447, -0.0949,0.9803,0.9401, -0.2135,0.2657,0.1584, 0.9639, 0.2140,-0.0543,1.1529,2.9870,-0.2739, 0.0683, 0.0972,0.9544,0.9718, 0.1480,-0.1836,-0.2229, 0.8310, -0.5096,
115.1360,0.2231,1.4509,2.8792,-0.3148, -0.1444, -0.0843,-0.9343,0.9441, 0.2485,-0.2167,-0.0667, 0.7875, 0.6126,0.5659,1.1446,3.1528,0.1001, -0.1447, -0.0954,0.9798,0.9399, -0.2158,0.2644,0.1579, 0.9618, 0.2237,-0.0530,1.1523,2.9891,-0.2733, 0.0693, 0.1020,0.9540,0.9696, 0.1567,-0.1880,-0.2325, 0.8298, -0.5073,
115.1414,0.2233,1.4508,2.8804,-0.3163, -0.1474, -0.0845,-0.9333,0.9423, 0.2510,-0.2217,-0.0645, 0.7856, 0.6154,0.5647,1.1419,3.1531,0.1053, -0.1447, -0.0941,0.9793,0.9404, -0.2148,0.2636,0.1539, 0.9601, 0.2334,-0.0506,1.1514,2.9916,-0.2719, 0.0708, 0.1071,0.9537,0.9671, 0.1657,-0.1933,-0.2427, 0.8292, -0.5035,
115.1541,0.2234,1.4508,2.8815,-0.3178, -0.1503, -0.0844,-0.9324,0.9406, 0.2529,-0.2266,-0.0618, 0.7838, 0.6180,0.5643,1.1409,3.1532,0.1072, -0.1449, -0.0936,0.9792,0.9405, -0.2145,0.2636,0.1523, 0.9595, 0.2372,-0.0500,1.1511,2.9925,-0.2714, 0.0714, 0.1088,0.9536,0.9661, 0.1687,-0.1952,-0.2462, 0.8290, -0.5021,
115.1632,0.2231,1.4510,2.8826,-0.3188, -0.1530, -0.0843,-0.9316,0.9390, 0.2547,-0.2312,-0.0596, 0.7825, 0.6198,0.5628,1.1381,3.1536,0.1120, -0.1457, -0.0917,0.9787,0.9407, -0.2121,0.2647,0.1468, 0.9581, 0.2460,-0.0484,1.1504,2.9949,-0.2699, 0.0734, 0.1126,0.9535,0.9639, 0.1752,-0.2007,-0.2544, 0.8290, -0.4981,
115.1772,0.2228,1.4512,2.8837,-0.3194, -0.1555, -0.0843,-0.9310,0.9374, 0.2563,-0.2357,-0.0576, 0.7818, 0.6209,0.5618,1.1365,3.1537,0.1154, -0.1464, -0.0904,0.9783,0.9408, -0.2107,0.2656,0.1431, 0.9570, 0.2522,-0.0473,1.1499,2.9966,-0.2685, 0.0754, 0.1141,0.9535,0.9626, 0.1770,-0.2050,-0.2580, 0.8298, -0.4948,
115.1894,0.2224,1.4514,2.8847,-0.3197, -0.1578, -0.0844,-0.9305,0.9360, 0.2579,-0.2397,-0.0562, 0.7813, 0.6216,0.5599,1.1340,3.1541,0.1205, -0.1480, -0.0878,0.9777,0.9408, -0.2073,0.2682,0.1360, 0.9555, 0.2616,-0.0466,1.1494,2.9993,-0.2665, 0.0784, 0.1158,0.9536,0.9609, 0.1792,-0.2112,-0.2627, 0.8311, -0.4902,
115.2020,0.2220,1.4516,2.8858,-0.3196, -0.1600, -0.0846,-0.9301,0.9345, 0.2597,-0.2436,-0.0551, 0.7813, 0.6217,0.5585,1.1321,3.1547,0.1251, -0.1489, -0.0858,0.9771,0.9409, -0.2050,0.2696,0.1305, 0.9540, 0.2700,-0.0450,1.1489,3.0016,-0.2645, 0.0818, 0.1159,0.9539,0.9597, 0.1779,-0.2173,-0.2644, 0.8332, -0.4857,
115.2085,0.2214,1.4518,2.8869,-0.3191, -0.1619, -0.0849,-0.9299,0.9332, 0.2611,-0.2469,-0.0545, 0.7820, 0.6209,0.5569,1.1302,3.1552,0.1293, -0.1499, -0.0837,0.9766,0.9410, -0.2022,0.2712,0.1247, 0.9525, 0.2777,-0.0434,1.1484,3.0040,-0.2619, 0.0863, 0.1152,0.9543,0.9586, 0.1746,-0.2251,-0.2650, 0.8363, -0.4800,
